_id,APPLICATION_TYPE,APPLICATION#,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,DATE_SUBMITTED,STATUS,X,Y,DESCRIPTION,REFERENCE_FILE#,FOLDERRSN,WARD_NUMBER,WARD_NAME,COMMUNITY_MEETING_DATE,COMMUNITY_MEETING_TIME,COMMUNITY_MEETING_LOCATION,APPLICATION_URL,CONTACT_NAME,CONTACT_PHONE,CONTACT_EMAIL,PARENT_FOLDER_NUMBER
55,SA,21 245533 STE 14 SA,1001,BROADVIEW,AVE, ,M4K,2021-12-06T00:00:00,NOAC Issued,316345.285,4838029.071,"The site plan approval application proposes to construct a 7 storey mixed use building having a gross floor area of approximately 5,720 square metres, including 394 square metres of ground floor commercial space with a density of 3.74 times the area of the lot. The proposal includes 50 residential dwelling units, 65 vehicle parking spaces in two underground levels and 77 bicycle spaces.levels. This file is related to the Official Plan and zoning by-law amendment application 17 266470 STE 29 OZ .  The policy and zoning to support this proposal has been approved in principle by the Ontario Lands Tribunal (OLT), Case No. PL180429.  ",,5033540,14,Toronto-Danforth,,,,http://app.toronto.ca/AIC/index.do?folderRsn=A0wsA%2FBRnGdpeGIbDRe0dw%3D%3D,"Kerr, Seanna",416-395-7053,Seanna.Kerr@toronto.ca,17 266470 STE 29 OZ
56,OZ,21 228594 STE 09 OZ,119,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Appeal Received,307420.884,4837330.359,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
57,OZ,21 228594 STE 09 OZ,121,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Appeal Received,307415.624,4837347.361,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
58,OZ,21 228594 STE 09 OZ,123,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Appeal Received,307425.665,4837377.102,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
59,CD,21 228810 STE 13 CD,234,KING,ST,E,M5A,2021-10-21T00:00:00,Draft Plan Approved,315445.094,4834413.66,Draft Plan of Condominium for 488 units.,,5013326,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=ldNr%2BeF7fVxMnrk7JJhKDA%3D%3D,"Alonso, Hector",416-338-1096,hector.alonso2@toronto.ca,20 233160 STE 13 OZ
60,CD,21 229500 WET 03 CD,38,FIELDWAY,RD, ,M8Z,2021-10-22T00:00:00,Under Review ,302452.374,4833300.029,"*** To permit a 10-storey residential building that contains 123 dwelling units and two below-ground parking levels. The redevelopment proposes 9,791.10 sq. m of total gross floor area (GFA), 247 sq. m of indoor amenity space and 302 sq. m of outdoor amenity space with a Floor Space Index (FSI) of 4.39 times the area of the lot.",,5014126,03,Etobicoke-Lakeshore,,,,http://app.toronto.ca/AIC/index.do?folderRsn=UX0gJ8e6vx1B9AYsVjbQrA%3D%3D,"Mascioli, Berardo",416-338-2843,Berardo.Mascioli@toronto.ca,20 233568 WET 03 OZ
61,OZ,20 157138 STE 12 OZ,2345,YONGE,ST, ,M4P,2020-06-17T00:00:00,Closed,313009.771,4840783.063,"Zoning By-law Amendment application to facilitate the development of the site for a 34-storey mixed use building comprised of 6,651 square metres of non-residential gross floor area and 23,396 square metres of residential gross floor area.  A total of 352 residential dwelling units are proposed.",,4769849,12,Toronto-St. Paul's,2020-11-23T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=pDOvbx94WHRAN%2FO8fDOMbg%3D%3D,,,,21 235888 STE 12 OZ
62,CD,21 235856 WET 07 CD,20,BROADOAKS,DR, ,M3J,2021-11-09T00:00:00,Under Review ,305515.869,4846193.988,"*** Proposed development consists of two 4 storey residential townhouse blocks, a 12 storey mixed use building, and a 18 storey and 30 storey residential building.",,5021866,07,Humber River-Black Creek,,,,http://app.toronto.ca/AIC/index.do?folderRsn=C8wCZgvSl9jJeLyB%2FY%2BfzQ%3D%3D,"Mascioli, Berardo",416-338-2843,Berardo.Mascioli@toronto.ca,21 235816 WET 07 OZ
63,CD,22 112796 STE 12 CD,836,ST CLAIR,AVE,W,M6C,2022-02-10T00:00:00,Closed,310289.904,4837645.007,"Draft Plan of Condominium application for 116 residential dwelling units and 3 retail units within a 8-storey mixed use building, with 2 levels of underground parking containing 83 parking spaces (plus 9 visitor spaces).",,5058600,12,Toronto-St. Paul's,,,,http://app.toronto.ca/AIC/index.do?folderRsn=JARJATA%2FpBBJZ5sSEgMwDQ%3D%3D,,,,13 233007 STE 21 SA
64,CD,22 112796 STE 12 CD,840,ST CLAIR,AVE,W,M6C,2022-02-10T00:00:00,Closed,310280.038,4837633.791,"Draft Plan of Condominium application for 116 residential dwelling units and 3 retail units within a 8-storey mixed use building, with 2 levels of underground parking containing 83 parking spaces (plus 9 visitor spaces).",,5058600,12,Toronto-St. Paul's,,,,http://app.toronto.ca/AIC/index.do?folderRsn=JARJATA%2FpBBJZ5sSEgMwDQ%3D%3D,,,,13 233007 STE 21 SA
65,SA,22 115276 ESC 25 SA,205-207,MORNINGSIDE,AVE, ,M1E,2022-02-17T00:00:00,Under Review ,330146.454,4847149.28,6-storey rental apartment building. Infill development of apartment site.,,5061650,25,Scarborough-Rouge Park,,,,http://app.toronto.ca/AIC/index.do?folderRsn=aLEAmIsezRSy0tJmu5CtNw%3D%3D,"Mahjoubi, Bita",416-392-3678,Bita.Mahjoubi@toronto.ca,
66,OZ,22 115570 ESC 20 OZ,150,CLONMORE,DR, ,M1N,2022-02-18T00:00:00,Council Approved,322674.892,4838648.196,"Rezoning proposal for a 12-storey residential building, inclusive of a rooftop mechanical/amenity floor, and residential uses at-grade at the rear and above. The proposed building will contain a total Gross Floor Area (GFA) of approximately 18,350.1 sq m (197,520.6 sq ft.), with a proposed density of 5.0 FSI. 287 residential dwelling units and 158 vehicle parking spaces are proposed.",,5062012,20,Scarborough Southwest,,,,http://app.toronto.ca/AIC/index.do?folderRsn=o2jdX3mE9h3ZyBu9tezmeg%3D%3D,"Baron, Samuel",(416) 392-4582,Samuel.Baron@toronto.ca,
67,CD,22 106800 STE 13 CD,79,SHUTER,ST, ,M5B,2022-01-24T00:00:00,Closed,314887.33,4834795.806,Draft Plan of Condominium for a 32-storey development containing 234 residential units.,,5050937,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=aj9hXRAqPllam7WoODLY3w%3D%3D,,,,16 199836 STE 27 OZ
68,CD,22 114880 STE 10 CD,502,ADELAIDE,ST,W,M5V,2022-02-16T00:00:00,Closed,312814.123,4833780.915,Draft Plan of Condominium for 116 units.,,5061167,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=mau4JRqwSK%2Ffqp3XE7j%2BnQ%3D%3D,,,,16 228717 STE 20 OZ
69,PL,22 139898 WET 01 PL,1745,ALBION,RD, ,M9V,2022-04-29T00:00:00,Closed,296289.179,4844607.98,"Proposal by Bell for a wireless telecommunications facility, 22m esthetic monopole, located at 1753 Albion Rd., Etobicoke North, Ward 1. ",,5092158,01,Etobicoke North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=raYU9PZq9Ng3gTpYGKykgA%3D%3D,,,,
70,SA,22 139929 WET 02 SA,600,THE EAST MALL, , ,M9B,2022-04-29T00:00:00,Under Review ,299550.125,4834837.713,"Proposed development consisting of an 11-storey mixed-use mid-rise building fronting The East Mall and two new 24-storey residential towers atop a 3 and 8 storey podium. A total of 757 residential units are proposed, with 685 vehicular parking spaces and 580 bicycle parking spaces provided on 2 levels of below-grade parking and 2 levels of above-grade parking. The proposal has a residential Gross Floor Area of 54,723 square metres and a Floor Space Index of 2.4. ",,5092202,02,Etobicoke Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BELOKrHcx3F6DTYs5xna5Q%3D%3D,"Deibler, Nicholas",416-394-2946,Nicholas.Deibler@toronto.ca,11 248053 WET 03 OZ
71,SA,22 139974 WET 02 SA,596,RENFORTH,DR, ,M9C,2022-04-29T00:00:00,Closed,298232.616,4834657.692,"Site Plan Approval - Proposed new residential development comprising of 140 3-storey stacked townhouse units, grouped in five parallel blocks.",,5092259,02,Etobicoke Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=Ze%2FGY6bq3VEZ5RkwxUE4Pw%3D%3D,,,,21 192018 WET 02 OZ
72,SA,22 101190 ESC 21 SA,1296,KENNEDY,RD, ,M1P,2022-01-06T00:00:00,Under Review ,322585.94,4846283.604,Proposed redevelopment comprising of a 9 storey residential building wtih 164 units.,,5043970,21,Scarborough Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=ishRqTpGEOe9XDys%2FXbvBQ%3D%3D,"Hughes, Tyler",416-396-3266,Tyler.Hughes@toronto.ca,22 101191 ESC 21 OZ
73,OZ,22 101191 ESC 21 OZ,1296,KENNEDY,RD, ,M1P,2022-01-06T00:00:00,Under Review ,322585.94,4846283.604,Proposed redevelopment comprising of a 11 storey residential building wtih rental apartment 192 units.,,5043971,21,Scarborough Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=7tDV3rQFVpdNGoPegM3YEg%3D%3D,"Karapalevski, Tommy",416-392-4336,Tommy.Karapalevski@toronto.ca,
74,SA,22 108031 NNY 18 SA,10,NEWTON,DR, ,M2M,2022-01-27T00:00:00,Under Review ,311374.466,4850157.811,Site Plan Control Application to facilitate the redevelopment of the site for two 14-storey mixed-use buildings having a total gross floor area of 29.476 square metres.  A total of 457 residential dwelling units are proposed.,,5052566,18,Willowdale,,,,http://app.toronto.ca/AIC/index.do?folderRsn=IlQCk2w46I1BA%2FWaMAZDHg%3D%3D,"Au, Heather",(416) 396-5570,Heather.Au@toronto.ca,22 108032 NNY 18 OZ
75,OZ,21 228594 STE 09 OZ,125,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Appeal Received,307397.729,4837415.116,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
76,OZ,21 228594 STE 09 OZ,144,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Appeal Received,307378.86,4837331.417,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
77,OZ,21 228594 STE 09 OZ,160,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Appeal Received,307333.869,4837369.908,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
78,OZ,21 228594 STE 09 OZ,116,TURNBERRY,AVE, ,M6N,2021-10-21T00:00:00,Appeal Received,307421.396,4837345.074,"Official Plan and Zoning By-law Amendment Application to facilitate the redevelopment of the site for a mixed-use development comprised of 7 buildings throughout the site, anchored by a public park of approximately 4,733 square metres.  The proposed residential gross floor area is 179,357 square metres, and the proposed non-residential gross floor area is 9,408 square metres.  A total of 2,516 residential dwelling units are proposed.",,5013092,09,Davenport,2022-04-13T00:00:00,6:30pm,,http://app.toronto.ca/AIC/index.do?folderRsn=lL917KhyCNzOkpjBViEQjg%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,
79,SB,21 228596 STE 09 SB,200,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307303.723,4837507.138,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
80,SB,21 228596 STE 09 SB,116,TURNBERRY,AVE, ,M6N,2021-10-21T00:00:00,Under Review ,307421.396,4837345.074,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
81,SB,21 228596 STE 09 SB,123,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307425.665,4837377.102,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
82,SB,21 228596 STE 09 SB,144,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307378.86,4837331.417,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
83,SB,21 228596 STE 09 SB,160,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307333.869,4837369.908,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
84,SB,21 228596 STE 09 SB,125,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307397.729,4837415.116,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
85,SB,21 228596 STE 09 SB,119,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307420.884,4837330.359,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
86,SB,21 228596 STE 09 SB,121,BENNY STARK,ST, ,   ,2021-10-21T00:00:00,Under Review ,307415.624,4837347.361,Draft Plan of Subdivision for 6 development blocks.,,5013094,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=MS50vVIk%2BpzDA1x0uDWtnQ%3D%3D,"Arora, Kishmita",416-397-4647,Kishmita.Arora@toronto.ca,21 228594 STE 09 OZ
87,SB,21 228750 STE 12 SB,32,RAGLAN,AVE, ,M6C,2021-10-21T00:00:00,Under Review ,311212.523,4837998.111,Draft Plan of Subdivision for 2 blocks.,,5013256,12,Toronto-St. Paul's,,,,http://app.toronto.ca/AIC/index.do?folderRsn=u04VR4nfO1O8S6MxwvCvEQ%3D%3D,"Maphangoh, Sipo",416-338-2478,Sipo.Maphangoh@toronto.ca,20 155716 STE 12 OZ
88,SA,21 218559 STE 13 SA,218,DUNDAS,ST,E,M5A,2021-09-28T00:00:00,Under Review ,315021.156,4835127.247,"Site Plan Approval application for a 44-storey mixed-use building comprised of 32,829 square metres of gross floor area including 542 residential dwelling units.",,5001444,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=E%2FuAlSrGJzgaAGTd%2F0n9bg%3D%3D,"Smith, Danielle",416-392-4982,Danielle.Smith@toronto.ca,20 151363 STE 13 OZ
89,SA,21 218559 STE 13 SA,279 1/2,GEORGE,ST, ,M5A,2021-09-28T00:00:00,Under Review ,314988.585,4835117.999,"Site Plan Approval application for a 44-storey mixed-use building comprised of 32,829 square metres of gross floor area including 542 residential dwelling units.",,5001444,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=E%2FuAlSrGJzgaAGTd%2F0n9bg%3D%3D,"Smith, Danielle",416-392-4982,Danielle.Smith@toronto.ca,20 151363 STE 13 OZ
90,SA,21 218559 STE 13 SA,212,DUNDAS,ST,E,M5A,2021-09-28T00:00:00,Under Review ,314994.918,4835094.779,"Site Plan Approval application for a 44-storey mixed-use building comprised of 32,829 square metres of gross floor area including 542 residential dwelling units.",,5001444,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=E%2FuAlSrGJzgaAGTd%2F0n9bg%3D%3D,"Smith, Danielle",416-392-4982,Danielle.Smith@toronto.ca,20 151363 STE 13 OZ
91,SA,21 220574 STE 11 SA,208,BLOOR,ST,W,M5S,2021-10-01T00:00:00,Under Review ,313179.61,4836309.96,"May 2026 Update: The site plan applications at 208 Bloor and 210 Bloor have been combined to enable the redevelopment of the site as a 36-storey Private Student Residence (112.58 metres, including the mechanical penthouse).208 Bloor is subject to By-law 778-2024.210 Bloor is subject to By-law 782-2022 (OLT)Variance applications are currently being processed. ",,5003837,11,University-Rosedale,,,,http://app.toronto.ca/AIC/index.do?folderRsn=FYX6RH1iGE5B6Rqzh4sP4w%3D%3D,"Biddanda Pavan, Esha",416-392-1975,esha.biddandapavan@toronto.ca,21 126531 STE 11 OZ
92,SB,21 220581 NNY 17 SB,2450,VICTORIA PARK,AVE, ,M2J,2021-10-01T00:00:00,Under Review ,319110.558,4847722.522,Draft Plan of Subdivision to create 3 development blocks.,,5003849,17,Don Valley North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=bIsWjSKt%2BxhQFfvFufqUvw%3D%3D,"Liu, Philip",(416) 396-5574,Philip.Liu@toronto.ca,17 255293 NNY 33 OZ
93,SA,21 220587 NNY 17 SA,2450,VICTORIA PARK,AVE, ,M2J,2021-10-01T00:00:00,Under Review ,319110.558,4847722.522,"Site Plan Approval for a 28-storey mixed-use building having a non-residential gross floor area of 6203.0 square metres, and a residential gross floor area of 62,430 square metres.  A total of 1029 residential dwelling units are proposed.",,5003855,17,Don Valley North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=cZ1MOO97qOgVrVWJR3r31w%3D%3D,"Liu, Philip",(416) 396-5574,Philip.Liu@toronto.ca,17 255293 NNY 33 OZ
94,SB,21 220607 STE 12 SB,2345,YONGE,ST, ,M4P,2021-10-01T00:00:00,Under Review ,313009.771,4840783.063,Draft Plan of Subdivision to create 3 development blocks.,,5003883,12,Toronto-St. Paul's,,,,http://app.toronto.ca/AIC/index.do?folderRsn=wIFB%2B3CRU4v14GV8LaoPdg%3D%3D,"Zhou, Kai",416-338-0810,Kai.Zhou@toronto.ca,21 220609 STE 12 OZ
